,x,X,n_trials,a_rew,a_pun,K,theta,omega_f,omega_p
10,"[0 3 1 3 3 3 1 2 2 0 0 2 1 1 0 1 1 1 1 2 1 2 0 3 2 3 3 2 2 3 3 3 2 2 2 2 0
 2 2 2 3 2 2 2 3 2 2 2 3 2 3 3 2 2 3 2 2 2 2 2 3 0 2 2 3 2 2 2 2 2 2 2 2 0
 3 3 2 2 0 2 2 2 2 2 2 3 3 2 2 2 2 2 0 2 2 2 2 2 2 3]","[  1.     0.5    1.     0.4    0.45   0.45   0.8    0.5    0.6    1.2
  -0.7   -0.1    1.1    1.2    0.9    0.9    1.     0.9    1.2    0.55
 -11.4    0.05  -1.9    0.55   0.45   0.6    0.4    0.     0.45   0.55
   0.5   -1.9    0.1   -0.1    0.55   0.3    1.    -0.1    0.45   0.45
   0.55   0.4    0.25  -0.15   0.4    0.7   -0.1    0.6    0.6    0.4
   0.4    0.45   0.55   0.3    0.55   0.15   0.1    0.55   0.4   -0.35
   0.65  -1.2    0.3    0.4    0.7    0.75   0.3    0.35   0.45   0.65
  -0.2    0.5   -0.05   1.2    0.5   -2.05   0.1    0.45  -1.4    0.8
   0.35   0.4    0.5    0.45  -0.15   0.6    0.55   0.55   0.     0.15
   0.5    0.6   -2.6    0.4    0.45   0.55   0.5   -0.1    0.6    0.65]",100,0.1366365832086437,0.5320438585263885,2.409797583479821,1.9974442638192302,0.8238209213446707,0.10103649763721734
11,"[1 1 1 1 3 1 3 1 2 3 1 1 3 3 1 0 0 0 0 0 0 2 2 0 3 2 2 2 2 2 3 0 0 2 2 0 3
 3 0 3 0 2 0 0 3 3 3 3 3 2 3 3 3 3 3 2 2 2 2 2 2 2 0 2 3 2 2 0 0 2 2 0 3 3
 2 3 3 2 3 3 3 3 2 2 2 3 3 2 3 2 3 2 3 0 2 3 2 2 2 0]","[  1.     0.8    1.1    1.2    0.5    0.9    0.4    1.     0.5    0.45
   0.9    1.2    0.45   0.55 -11.4    1.     1.2   -0.7    0.9   -1.9
   1.     0.6   -0.1   -1.2    0.6    0.55   0.05   0.45   0.     0.45
   0.4    1.2   -1.4    0.1   -0.1   -2.6    0.55   0.5    1.1   -1.9
  -2.2    0.55   0.9   -1.5    0.55   0.4    0.6    0.4    0.45   0.3
   0.55   0.65   0.7    0.5   -2.05  -0.1    0.45   0.45   0.4    0.25
  -0.15   0.7   -0.8   -0.1    0.6    0.6    0.4    1.1   -2.1    0.55
   0.3   -0.2    0.55   0.65   0.15   0.8    0.4    0.1    0.8    0.4
   0.65  -2.45   0.55   0.4   -0.35   0.6    0.65   0.3    0.75   0.4
   0.6    0.75   0.65  -1.3    0.3   -2.5    0.35   0.45   0.65   1.  ]",100,0.850538948731427,0.46287335036277855,1.9538092251488048,1.3631575448077742,0.22350617851264343,0.39459041511298454
12,"[1 1 2 2 2 1 1 1 1 1 1 1 2 2 2 2 3 3 3 3 3 3 3 3 3 3 2 2 2 0 0 0 2 2 2 0 0
 2 2 2 2 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 0 2 2 2 2 2 2 2
 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 3 3 3 3 3 3 3 3 3 3 3]","[  1.     0.8    0.5    0.6   -0.1    1.1    1.2    0.9    1.     0.9
   1.2  -11.4    0.55   0.05   0.45   0.     0.5    0.4    0.45   0.45
   0.55   0.6    0.4    0.55   0.5   -1.9    0.45   0.1   -0.1    1.
   1.2   -0.7    0.55   0.3   -0.1    0.9   -1.9    0.45   0.45   0.4
   0.25  -0.15   1.    -1.2    0.7   -0.1    0.6    0.4    0.55   0.3
   0.15   0.1    0.55   0.4   -0.35   0.3    0.4    0.75   0.3    0.35
   0.45   0.65  -0.2    0.5   -0.05   1.2   -1.4    0.1    0.45   0.8
   0.35   0.4    0.5    0.45  -0.15   0.55   0.     0.15   0.5    0.6
   0.4    0.45   0.55   0.5   -0.1    0.6    0.05   0.2   -2.6    0.55
   0.4    0.6    0.4    0.45   0.55   0.65   0.7    0.5   -2.05   0.6 ]",100,0.8613586124581782,0.7961754964168194,1.8383606162999118,1.817270717645677,0.8608539592902799,0.010768024408337795
13,"[3 3 3 3 1 3 2 3 3 3 3 3 0 1 1 1 1 1 1 1 1 0 0 0 2 0 2 2 2 2 2 2 2 2 2 2 2
 2 2 2 2 2 2 2 2 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
 2 2 2 2 3 2 2 2 2 3 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3]","[  0.5    0.4    0.45   0.45   1.     0.55   0.5    0.6    0.4    0.55
   0.5   -1.9    1.     0.8    1.1    1.2    0.9    1.     0.9    1.2
 -11.4    1.2   -0.7    0.9    0.6   -1.9   -0.1    0.55   0.05   0.45
   0.     0.45   0.1   -0.1    0.55   0.3   -0.1    0.45   0.45   0.4
   0.25  -0.15   0.7   -0.1    0.6    0.55   0.4    0.55   0.3    0.15
   0.1    0.55   0.4   -0.35   0.3    0.4    0.75   0.3    0.35   0.45
   0.65  -0.2    0.5   -0.05   0.1    0.45   0.8    0.35   0.4    0.5
   0.45  -0.15   0.55   0.     0.15   0.5    0.6    0.4    0.4    0.45
   0.55   0.5   -0.1    0.6    0.6    0.05   0.2    0.4    0.45   0.55
   0.65   0.7    0.5   -2.05   0.6    0.55   0.65   0.8    0.4    0.8 ]",100,0.11221000999944453,0.5539188887946919,2.086184556801223,4.0133615275820675,0.29541310544427846,0.45810550337286826
14,"[0 0 0 0 0 1 3 2 1 0 1 1 1 1 2 1 1 1 3 2 3 2 3 2 3 3 3 3 3 3 2 0 2 2 2 2 2
 2 2 2 2 2 3 2 2 2 3 2 2 3 3 3 3 3 3 3 3 3 2 2 3 2 2 2 0 3 2 2 2 2 3 2 3 3
 2 3 3 3 3 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]","[  1.     1.2   -0.7    0.9   -1.9    1.     0.5    0.5    0.8    1.
   1.1    1.2    0.9    1.     0.6    0.9    1.2  -11.4    0.4   -0.1
   0.45   0.55   0.45   0.05   0.55   0.6    0.4    0.55   0.5   -1.9
   0.45  -1.2    0.     0.45   0.1   -0.1    0.55   0.3   -0.1    0.45
   0.45   0.4    0.55   0.25  -0.15   0.7    0.4   -0.1    0.6    0.6
   0.4    0.45   0.55   0.65   0.7    0.5   -2.05   0.6    0.4    0.55
   0.55   0.3    0.15   0.1    1.2    0.65   0.55   0.4   -0.35   0.3
   0.8    0.4    0.4    0.8    0.75   0.4    0.65  -2.45   0.6    0.3
   0.35  -1.4    0.45   0.65  -0.2    0.5   -0.05   0.1    0.45   0.8
   0.35   0.4    0.5    0.45  -0.15   0.55   0.     0.15   0.5    0.6 ]",100,0.1932918073197789,0.23657070010147785,3.653247133976532,4.381374343018331,0.27888361685926255,0.11913902802626475
15,"[1 2 0 2 2 0 0 2 0 0 3 1 0 2 1 2 1 0 0 3 1 0 2 0 2 1 2 1 2 3 0 0 2 3 1 3 1
 2 2 3 1 0 1 1 1 2 1 1 2 2 2 2 3 1 2 0 2 2 1 1 2 2 1 3 1 2 2 1 2 3 0 2 3 2
 0 2 2 0 2 3 1 1 0 0 3 0 0 0 0 3 2 3 2 3 2 2 3 3 2 1]","[  1.     0.5    1.     0.6   -0.1    1.2   -0.7    0.55   0.9   -1.9
   0.5    0.8    1.     0.05   1.1    0.45   1.2   -1.2    1.2    0.4
   0.9   -1.4    0.    -2.6    0.45   1.     0.1    0.9   -0.1    0.45
   1.1   -2.2    0.55   0.45   1.2    0.55 -11.4    0.3   -0.1    0.6
   0.8    0.9    1.1    1.     0.9    0.45 -13.7    1.2    0.45   0.4
   0.25  -0.15   0.4    1.3    0.7   -1.5   -0.1    0.6    1.1    0.9
   0.4    0.55   1.     0.55   1.2    0.3    0.15 -16.3    0.1    0.5
  -0.8    0.55  -1.9    0.4    1.1   -0.35   0.3   -2.1    0.4    0.55
   1.1    1.4   -0.2   -1.3    0.4    1.    -1.3   -1.6    1.1    0.6
   0.75   0.4    0.3    0.45   0.35   0.45   0.55   0.65   0.65   1.3 ]",100,0.15600060100189073,0.19281671575349046,2.3243967063687117,0.2984680128722833,0.4186346016668675,0.27834521594979533
16,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 0 2 0 0 0 0 0 0 0 0 3 3 3
 3 3 3 3 0 2 3 2 3 3 3 3 3 2 3 3 3 3 3 3 3 3 0 3 3 3 3 3 3 3 3 3 0 3 3 0 2
 3 3 3 3 3 3 3 3 3 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]","[  1.     0.8    1.1    1.2    0.9    1.     0.9    1.2  -11.4    0.8
   1.1    1.     0.9  -13.7    1.2    1.3    1.1    0.9    1.     1.2
 -16.3    0.5    0.4    0.45   1.     0.5    1.2   -0.7    0.9   -1.9
   1.    -1.2    1.2   -1.4    0.45   0.55   0.6    0.4    0.55   0.5
  -1.9   -2.6    0.6    0.55  -0.1    0.4    0.6    0.4    0.45   0.55
   0.55   0.65   0.7    0.5   -2.05   0.6    0.55   0.65   0.8    1.1
   0.4    0.8    0.4    0.65  -2.45   0.6    0.65   0.75   0.6   -2.2
   0.65  -2.5    0.9    0.05   0.85   0.45   0.55   0.7    0.55   0.7
   0.8    0.65   0.7   -2.7    0.45   0.9    0.5    0.6    0.75   0.6
   0.75   0.85   0.7    0.75   0.85   0.95   0.55  -3.1    0.8    0.65]",100,0.20675654526953136,0.0840519328849012,2.5232540301583266,4.269901326671053,0.3070807565973115,0.6709058995738131
17,"[0 0 0 2 1 2 2 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 2 2 2 2 2
 2 2 2 0 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]","[  1.     1.2   -0.7    0.5    1.     0.6   -0.1    0.8    1.1    1.2
   0.9    1.     0.9    1.2  -11.4    0.55   0.05   0.45   0.     0.45
   0.1   -0.1    0.5    0.4    0.45   0.45   0.55   0.6    0.4    0.55
   0.5   -1.9    0.55   0.3   -0.1    0.45   0.45   0.4    0.25  -0.15
   0.9    0.7   -1.9   -0.1    0.6    0.4    0.55   0.3    0.15   0.1
   0.55   0.4   -0.35   0.3    0.4    0.75   0.3    0.35   0.45   0.65
  -0.2    0.5   -0.05   0.1    0.45   0.8    0.35   0.4    0.5    0.45
  -0.15   0.55   0.     0.15   0.5    0.6    0.4    0.45   0.55   0.5
  -0.1    0.6    0.05   0.2    0.55   0.4    0.6    0.4    0.45   0.55
   0.65   0.7    0.5   -2.05   0.6    0.55   0.65   0.8    0.4    0.8 ]",100,0.3379077649113269,0.9445621277545797,4.824671661135382,3.8166387718102417,0.1042034451024959,0.9368489714388297
18,"[1 2 1 2 2 1 1 1 1 1 1 1 0 0 0 3 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 0 0
 2 2 2 2 2 2 2 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3
 2 2 3 2 2 2 2 3 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3]","[  1.     0.5    0.8    0.6   -0.1    1.1    1.2    0.9    1.     0.9
   1.2  -11.4    1.     1.2   -0.7    0.5    0.4    0.45   0.45   0.55
   0.6    0.4    0.55   0.5   -1.9    0.55   0.05   0.45   0.     0.45
   0.1   -0.1    0.55   0.3   -0.1    0.9   -1.9    0.45   0.45   0.4
   0.25  -0.15   0.7   -0.1    0.55   0.6    0.4    0.55   0.3    0.15
   0.1    0.55   0.4   -0.35   0.3    0.4    0.75   0.3    0.35   0.45
   0.65  -0.2    0.5   -0.05   0.1    0.45   0.8    0.35   0.4    0.5
   0.45  -0.15   0.55   0.4    0.     0.15   0.6    0.5    0.6    0.4
   0.45   0.4    0.55   0.5   -0.1    0.6    0.05   0.2    0.45   0.55
   0.65   0.7    0.5   -2.05   0.6    0.55   0.65   0.8    0.4    0.8 ]",100,0.3075166244995131,0.5101613445074892,1.7953679669809164,2.727803947498442,0.6544288592803069,0.29365233945762337
19,"[3 2 3 3 0 3 2 1 2 3 0 3 2 1 1 1 1 2 1 1 3 0 1 3 1 1 1 1 1 1 1 3 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 0 0 3 0 0 2 2 3 3 2 2 0 3 3 3 3 2 2 2 3 2 3]","[  0.5    0.5    0.4    0.45   1.     0.45   0.6    1.    -0.1    0.55
   1.2    0.6    0.55   0.8    1.1    1.2    0.9    0.05   1.     0.9
   0.4   -0.7    1.2    0.55 -11.4    0.8    1.1    1.     0.9  -13.7
   1.2    0.5    1.3    1.1    0.9    1.     1.2  -16.3    1.1    1.4
   1.3    1.     1.1    1.2    1.2    1.4    1.1    1.3  -18.6    1.2
  -1.9    1.1    1.3    1.5    1.1    1.5    1.2    1.4    1.4    1.5
   1.3    1.2    1.4  -20.9    1.2    1.6    1.3    1.5    1.5    1.6
   1.4    1.3    1.5    1.7    1.3  -23.3    1.4    1.6    0.9   -1.9
   0.55   1.    -1.2    0.45   0.     0.4    0.6    0.45   0.1    1.2
   0.4    0.45   0.55   0.65  -0.1    0.55   0.3    0.7   -0.1    0.5 ]",100,0.058979114925926335,0.012661107075782718,1.9098260047418802,4.178564220324653,0.40927687868060025,0.25808888742710356
